content,score,sentiment_clean
keren anjing !,5,positive
Easier for buying movie tickets,5,positive
Good Apps,5,positive
Pretty convenient especially when connected to Dana,5,N/A
Good,5,mixed
Sangat mempermudah,5,negative
Good,5,mixed
Sangat membantu! Terimakasih!,5,N/A
sooooo smooth,5,positive
❤,5,mixed
"There's only CGV on my app and I don't know how it happen. I already upgraded but it still same, no XXI there. Can i get an help?",1,positive
Good application for movie goers...,5,positive
"Well I think Tix ID is a great application to help us to get movies ticket, movie infornation etc.",5,positive
Best experience,5,mixed
Good,5,mixed
Excelent,5,positive
"Barusan salah beli tiket karena nama Mall yang mirip, telepon CS dan diinfo tidak bisa refund. Padahal bisa dibantu jadi saldo akun. Nama mall yang mirip Pakuwon City dan Pakuwon Mall diurutkan dapat membuat user bingung.",1,negative
Upgrade you interface,4,positive
Good,4,mixed
I love it,5,positive
Top,5,mixed
mantap,5,N/A
"It flows smoothly and updates the movies fast, offers much discount as well.",5,mixed
Great to go application for movie ticketing when you're boring with the queue.,5,positive
Memudahkan,5,positive
Kok pada komen pakai bahasa Inggris. Kok klian jago 😍😂😂,5,positive
User friendly,5,positive
Many promo,5,mixed
Gampang bgt lah pake ni aplikasi klo mau nonton film terbaru apalagi sering bgt ada promo cashback.,5,negative
Aplikasi keren yang memudahkan untuk beli tiket nonton film di mana saja dan kapan saja tanpa takut antri. Pertahankan dan tingkatkan. MAJU TEROS!!!,5,positive
Ok lahh,5,N/A
easy to use and lots of promos.,5,negative
Sudah bagus. Hanya bisa lebih rapi lagi mungkin list XXI dan CGV bisa dipisah biar ga numpuk puk semua jadi agak berantakan,4,positive
Good application,5,positive
Memudahkan dalam urusan pertiketan,5,positive
Very helpful😊😊😊😊😊😊😊😊,5,mixed
Fast in process,5,positive
So awesome,5,N/A
good ap,5,mixed
Memudahkan beli tiket,5,negative
"Kurang puas, sebab ux nya kurang sesuai, secara sekilas mengenai visualisasi tempat duduk nya, saya mengira layar ada diatas, bukan dibawah. Karena saya mengira saat melihat ke handphone, posisi saya sedang melihat ke layar bioskop, bukan membelakangi layar.",3,negative
Great app,5,mixed
Good,5,N/A
Tolong dibuatkan rescheduled,5,mixed
Very easy to use and helpfull,5,negative
Suka banget terutama skrng udah kerja sama dgn cgv juga jadi semakin mudah beli tiket dan bisa membandingkan harganya sekalian,5,mixed
Booking film dan tempat duduk jadi simple..,5,negative
sekarang sudah stabil...,4,positive
So helpful,5,positive
Good,5,mixed
Nice,5,positive
Fitur bioskop favoritnya tidak mau tersimpan lagi. Seat layout XXI kadang berbeda dengan aslinya di bagian jalan masuk yg memisahkan seat atas dan bawah.,3,negative
Emezing.. ga pake ribettttt,5,N/A
"gampang ngegunain nya, simple, cepet.",5,positive
Praktis dan efisien...,5,positive
"Mudah, banyak diskon",5,N/A
why I can't receive my verification code? meanwhile the number phone I used already correct.,1,negative
be a simple way to get the ticket without queue,5,mixed
kenapa dikenakan biaya layanan Rp.3000 ?,3,positive
Easy download n book😊,5,mixed
Mantap,5,N/A
Ok,5,mixed
Easy to use.,5,positive
Simple,5,mixed
Praktis banget buat beli tiket bioskop sekarang!,5,positive
great,5,N/A
Sangat membantu,5,positive
Good,5,positive
I cant update this app,1,positive
Nice,5,mixed
The best,5,positive
"Memudahkan banget, terutama yg hobi nonton, gaush ngantri dan banyak diskon",5,positive
Good app,5,positive
Mantap betullll,5,positive
Ini berguna banget kalau mau nonton nggak perlu ribet ribet nggak perlu ngantri lagu deh suka deh sama TIX ID🥰😍,5,N/A
DANA 👎 BISA DI LOGOUT KAH AKUN DANA DARI AKUN TIX ?,1,positive
ok,5,mixed
Good,5,mixed
best,4,mixed
"super sekaliii,",5,mixed
Very good.. 😍😍,5,negative
Efisien,5,mixed
Gampang di gunakan dan banyak promo,5,positive
good,5,mixed
"Memudahkan mengatur jadwal nonton, seating dan payment nya. It's very usefull and good application",5,mixed
so easy and fasty,4,positive
Good,5,negative
"Enak, sering promo",5,positive
Keren banget,5,positive
Helpful,5,positive
Hop it will getting better,5,positive
mantap,5,mixed
"JANGAN SERING2 UPDATE OY. Menuh2in memori aja dikit2 update, dikit2 update. Update hal yg ga penting jg.",2,positive
Mantul,5,mixed
Awesome,5,negative
Kereen,5,N/A
ok,5,N/A
Sangat memudahkan untuk pemesanan tiket 😘😘😘,5,positive
stoped working,1,mixed
Memudahkan banget 😍,5,mixed
😁,4,mixed
Promoannya mantapppp,5,positive
Good apps,5,mixed
Okk,5,negative
"Makin ke sini, pengalaman menggunakan Tix.id makin baik. Tampilan dan kemudahan akses aplikasinya terbilang bagus, dibanding versi sebelumnya.",5,negative
Asik,5,positive
"Min saldo ny 10/15k gitu jad suka, klw app sebelah hrus 100, ada diskon jga padahal baru doblot app, maksh mtix",5,mixed
Good,5,mixed
good,5,mixed
Sangat mudah utk beli tiket bioskop. Banyak promo. Thx TIX ID,5,mixed
Banyak promooo,5,mixed
Terjawab sdh.. terima kasih,5,mixed
Memudahkan,5,positive
👍,5,N/A
Price Not Recommended,1,N/A
Price Not Recommended,1,negative
Price Not Recommended,1,N/A
Good.. Helpfull,4,mixed
Mantul kakak,5,negative
Pertahanin ya. Banyakin diskon. Dan semoga user interface nya bs di tingkatin,5,positive
Easy peasy,5,mixed
Ok ada promonyah,5,positive
Good sejauh ini sih,5,negative
Gives practicality,4,positive
Simple good,5,positive
Good,4,mixed
Good,5,mixed
banyakin promo aja udah.,5,positive
Good,5,mixed
Wow,5,mixed
"Why for the XXI theater, I can not buy ticket for tomorrow? Or other date? Only CGV. It used to be available for at least 3 days forward.",1,positive
Oke good,5,positive
Good aplication Re,4,mixed
👍👍👍👍👍,5,mixed
"Tidak dapat masuk akun, lupa password. Saat direset , muncul pop up "" sudah minta kode , tunggu 3 menit ,"" . Dan udah ditunggu 3 menit tetep aja muncul pop up itu terus!!! Bad",2,mixed
I Love It very much 😍😍😍😍😍,5,negative
Good,5,mixed
Gud,5,positive
Ok,5,positive
Nice and easy,5,positive
cinta bgt dah sm tix id uwu,5,N/A
mantap,5,mixed
Nice app,5,positive
Very usefull app for booking ticket. thank u,5,mixed
Sering2 diskon yaa,5,positive
"Gampang dipakai, banyak diskon pulak",5,N/A
easy app..please cut admin fee..,5,mixed
Buaguss,5,positive
Go a head,5,positive
Good.,5,N/A
Love it.. 😊,5,positive
Ok,4,mixed
Good,5,mixed
Anjay mabar,5,positive
🥰🥰,5,mixed
Very experience,5,mixed
Great,5,N/A
Best,5,positive
Ok banget,5,mixed
easy to use!,5,negative
"Bagus, cepat, terlaksana hehehe....",5,mixed
Good,5,N/A
Wohoo,5,positive
Lebih gampang beli tiket bioskop. Aplikasi terus diupdate biar tambah lancar dan fitur baru. Keep your best work TixId,5,negative
"* Update: tolong saat masuk dalam mode pembelian tiket harap diinfokan juga di studio berapa krn masing2 studio memiliki kursi2 favorit tersendiri btw aplikasi TIX-ID cocok dgn konsumen yg ingin melakukan pembayaran dgn dompet digital DANA, sangat bagus dan menyenangkan utk digunakan, semoga TIX-ID & DANA semakin maju, good job 👍👍👍",5,N/A
nice app,5,mixed
Wish you could make it easier for us to choose on which date we would like to book tickets not just a day in advance but few days prior to showtime,4,positive
Buka donk penjualan tiket Premier XXI,4,mixed
Good app,5,N/A
Good,5,positive
Premiernya belum menjangkau semua cinema,4,mixed
Ok siip,5,N/A
"UIny bagus.. tiket yang dibeli juga ditampilkan dengan graphic yang halus. Jelas Tix ID mencoba memberi yang terbaik karena dalam hal mendetil pun Tix ID memperhatikannya. Jika bicara Bug, saya rasa setiap applikasi tetap akan terus memperbaharuiny. Bug bisa tetap muncul karena perkembangan sistem operasi juga. Good job Tix ID",5,positive
Good👌🏻👌🏻👌🏻,5,mixed
Good,5,N/A
persekutan pertiketan,5,negative
Good,5,negative
Nice,5,mixed
Mantap,5,negative
Bagussssssssssss,5,positive
Good,5,negative
woowww gread app,5,mixed
"Cinta banget sama aplikasi ini, tingkatkan terus kualitasnya.",5,mixed
Good,5,mixed
"Many promo, it's good. 👍",5,N/A
😊,5,positive
Good app,5,negative
Oke,5,N/A
Soo i think teen dont have dana still kan buy a ticket but the answer is no sooo oky lah,3,N/A
Sangat mudah,5,positive
Sangat baik dan memudahkan,5,negative
Very good,5,negative
Ini gimana yaa saya beli tiket 17 kali di refund terus,4,positive
More for cashback,5,negative
"B aja, bagus maksudnya",4,mixed
Nicely,5,negative
Good,5,positive
"I enjoy the using experience on this platform, awesome choice for buying movie tickets.",5,mixed
cant buy any tiket. my payment always refunded with no seat excuses!!!,5,positive
Good,5,mixed
Good,5,mixed
Great stuff,5,N/A
Looking update TIX ID was so late 🥴,3,positive
Ongkos transaksi mahal,4,mixed
Ok,5,positive
"Beli tiket bioskop jadi lebih gampang, ga pake antri",4,positive
"Terbaik, tiket jadi murah jika masukan kode ""HXYSUF""",5,negative
Apaan ga di kasih cashback,5,negative
very usefull information,4,negative
"Pertama kali pake...suka sama aplikasinya, jd ga ribet antri...",5,positive
Simple and easy application,5,mixed
"Really good app for booking tickets. You dont need to stand for a long time in queue, and there are also a lot of discount to make the tickets cheaper.",4,mixed
Lbh gampang psn tiket. Apalagi nyambung ke DANA. Pembayaran cm tinggal pencet doang.,5,N/A
Good App,5,N/A
"Simple, fast, and easy to use",5,positive
Use,5,negative
Very easy to booking n payment,5,mixed
I like this apps❤❤,5,mixed
Mayan menghemat waktu,4,N/A
Please make the history can be deleted.,4,positive
"kenapa lemot ya kalo mao beli tiket, padahal buka app laen lancar aja, kecepatan bs mb""an, kalo beli tiket 20kbps doang, mohon d perbaiki dan akan saya kasih bintang 5, terimakasih",5,positive
Simple app dan easy,5,positive
Need filter between cgv and xxi cinema,4,mixed
Thank u,5,negative
Good,5,mixed
Good,5,mixed
Awesome,5,positive
Kok pas mau Download ulang lama banget sih padahal jaringan 4G.... Tolong dong diperbaiki,5,mixed
Not bad,4,negative
Suka.. bisa beli tiket presale jdi selalu kebagian kursi.. asikk,5,positive
Good,5,negative
Mantaaaap banget,5,negative
"It's easy to use! Even the transaction is seamless especially if you've already activated Dana's account. Plus, you can choose your own favorable time and seat within the application. Recommended!",5,positive
Simple and easy,5,mixed
Oke,5,positive
"costumer service nya ribet, plin plan, ga rekomen.",1,negative
Praktis ya,5,mixed
SenAng,5,N/A
Good,5,positive
Gud,5,N/A
Sangat saya membantu dalam memesan tiket bioskop,4,N/A
Helpful,5,positive
Tolong integrasi dengan ovo atau gopay dari pada dana. Ditunggu integrasi dengan ovo atau gopay.,1,negative
Kenapa habis update isinya cgv semua untuk booking next day nya 👎,1,positive
Gampang....bagussss,5,negative
Streamline the ticket booking,5,mixed
Ok,5,negative
Semoga tdk terjadi lg,4,positive
"Secara transaksi cepat dan tidak ribet , cuman di beri pilihan untuk menganti akun Dana , saya sempat kesulitan disini 😍😎",5,mixed
Good,5,mixed
Vert useful,5,positive
Good Aps,5,negative
Good,5,positive
Excellent,5,negative
"Nipu dan menjebak.. Pake CC BCA katanya diskon 50%. Setelah klik langsung bayar. Buruk sekali. Seharusnya kita bisa tau kalau promonya habis atau kouta hari itu pemakaian promo sudah melebihi batas. Tolong juga pembayaran kartu debit credit pakai otp, verfied by visa atau secure mastercard. Kapok pake aplikasi ini",1,positive
Aplikasi bagus👍,5,N/A
Manteb n gak capai2 antri tiket,5,mixed
EQINDK pake code referral gw ya guys hehe,4,N/A
Too many updates,4,positive
Sangat membantu beli tiket dgn mudah. Dan banyak promonya. 👍,5,mixed
Ok,5,N/A
nice,5,mixed
Good application,5,mixed
Terlalu simple.. gak ada menu spesial buat liat promo2,3,mixed
Good jpb,5,positive
mohon sistem lebih di perbaiki kembali seperti masalah pemesanan bangku.saya sangat kecewa saat pemesanan bangku karena bangku yg tersedia ternyata pas di beli bangku nya kosong sudh terbeli padahal masih bisa di beli. MOHON LEBIH DI PERBAIKI,1,N/A
like this app..my reference for movie update,5,positive
Good,5,positive
Helpful,5,mixed
Good,5,positive
Good,5,positive
Mempermudahkan untuk booking tiket,4,negative
Good,3,positive
pake nya mudah..,5,negative
Mangtabs,5,mixed
One of coolest movie application,5,negative
Mantap,5,negative
Good,4,mixed
Good and easy to do it,5,positive
"We can pay using Dana, and it make payment so much easy",5,N/A
"Pesen tiket jadi gampang banget sekarang, gak perlu antri antri lagi. Begitu gabut bisa langsung beli tiket nonton dari rumah, cuma sayang....... Udah mudah beli tiket tapi gak mudah ngajak si doi biar mau nonton bareng :'(",5,mixed
Efisien & efektif.,5,N/A
"Bagus bgt, jdinya lebih praktis aja kalau mau nntn hehe, terus bisa ga min utk update selanjutnya tu ditambahin fitur refund tiket ? Hehehe",5,negative
Kereeen,5,mixed
Enjoy apps,5,mixed
paling muantaff,5,positive
Mudah,5,positive
"Mau daftar ga bisa sama sekali pakai nomor xl Kode otp sama sekali tidak dikirim, sekalinya masuk itu udah ada jarak 2 jam jadi ga berlaku sama sekali Kalo gini mending kasih opsional bisa daftar via email, kecewa sekali",1,positive
Biaya admin nya kemahalan wkwk :(,5,N/A
Thank you for add cgv,5,mixed
Useful app,4,mixed
Good,5,mixed
"Proses cepat, ga pake ribet..mantap",5,mixed
Good,5,positive
Notifikasi mengganggu,1,mixed
Ok Good,5,positive
Ezii,5,negative
Akan tambah suka kalo banyak promo potongan,3,mixed
adding more theater than just XXI was nice idea. love this app. we have more option now. thanks,5,negative
Good apps,5,mixed
Good,5,mixed
Smart,4,negative
"Paling enak beli tiket nonton di tix id, apalagi sekarang udah support cgv. Promonya mantap!",5,negative
Simple 🖤,5,mixed
Memudahkan bagi orang yang jauh dari bioskop beli tiket tanpa antri,5,positive
Aplikasi ini sangat mudah di gunakan dan sangat membantu dalam membeli tiket bioskop,5,mixed
Gowd,5,mixed
Its make me easy to order my tickets,5,N/A
Poo,5,positive
"Memudahka beli tiket tanpa antri dan kadang ada diskon 50% ,kereeen dah",5,negative
Ga bisa diupdate,3,mixed
👌👌👌,5,negative
Mantap bagus banget membantu,5,negative
Kenapa di halaman film yang akan datang tidak sekalian disebutkan tanggal rilis di Indonesia?,4,mixed
apdet aja teroos,3,positive
Easy to use,5,positive
This is very helpful,5,mixed
Sangat membantu beli ticket tanpa antri,5,negative
Gampang & bioskop yg terdaftar lebih lengkap,5,negative
Good,5,positive
mantul!,5,positive
"layanan pengaduan slow respon, aplikasi sering stuck",1,N/A
Praktis,4,positive
Masih sedikit patah patah tolong di perbaiki,5,negative
"top bnyak promo apalagi cgv sdh bs,aplikasi sebelah lewatt",5,mixed
Beli tiket bioskop jd lebih gampang,5,negative
Like it,5,mixed
Ok,5,mixed
Ntaps,5,positive
"Bad partnership with DANA, DANA tidak bisa ganti no. Hp padahal isi saldo saya masih banyak jadi begini cara kalian cari uang? Tambahin fitur ganti no telp udh dari tahun kemarin saldo saya ga bisa kepake dan ga di urusin. Emang ya e-money itu scam gampang dicuri susah buat dilapor ke pihak berwenang.",1,negative
Disuruh update terus,1,mixed
Ok,5,N/A
Good,5,mixed
good,5,mixed
It's easy to buy ticket,5,mixed
Why can't i booked the next day tickets as i can't even open it? I've been updated it from the 1st place but still i've that problem,2,negative
nice,5,negative
CNFAWW invite guys,5,mixed
jos,5,negative
Ok,5,positive
Good appliction,5,negative
Kenapa selalu force close saat set lokasi?,3,positive
ok,5,positive
good,5,positive
Excellent,5,mixed
nice,5,positive
Amazing,5,mixed
"aplikasi paling gagal yg pernah ada, udh beli tiket, udh bayar, ud berhasil permbayaran, eh pas ud sampe bioskop dapet sms tiket d refund. siapa y ngrefund woy? parah... ga butuh refund woy, gantiin waktu dan usaha gw bioskop. sialan tix id. bngkrut sono gih",1,positive
"wah ngaco main ngebatal2in tiket sepihak, tau kursinya ga tersedia mending gausah disuruh bayar dulu. dana top up saya ga premium soalnya jd gabisa balik duitnya",1,N/A
Nice,5,N/A
"saya punya trouble dengan pembelian tiket via dana aplikasi, transaksi sukses di dana tapi saya tidak mendapat tiket yang saya beli dari tix id, saya email dan telephone pun tidak ada respon ini maunya gimana? Bisakah profesional?",1,mixed
Good,5,negative
"Hati hati pakai aplikasi ini. Transaksi gagal, saldo dana terpotong. Tidak ada penanganan secara cepat dan tanggap. Layanan costumer service sangat tidak ramah dan diputus seketika.",1,negative
Really makes booking movie tickets easy. Having flawless experience using this app so far,5,N/A
Nice apps !,5,negative
Aplikasi yang sangat membantu,5,mixed
Good,5,mixed
Memudahkan hidup,5,negative
Easy to use but sometimes when weekend the server always busy,4,negative
Good,5,positive
Good,5,negative
good,5,mixed
Mantap anjing,5,mixed
Memudahkan ga perlu antre,5,mixed
"Ini entah gua yang norak atau gimana yak ? Bgitu update setiap mau booked tiket kok cuma ada CGV aja, XXi nya ga nemu dimana",5,positive
Good,5,positive
Tidak bisa dibuka aplikasinya udh dua hari,1,negative
Very useful,5,mixed
Fungsional,5,positive
TIX ID saya gabisa di buka terus.,1,mixed
Tolong untuk film pada Akan Datang diberikan tanggal estimasi rilisnya. Karena saya kira data tersebut dapat dengan mudah diperoleh. Dan TIX Hunters bisa bikin schedule kapan bisa mulai beli tiketnya di TIX ID. Aplikasi pemesanan sebelah soalnya sudah ada.,4,positive
aplikasi terbaik ke refund sampe 20 kali mantap,5,N/A
"Maaf saya turunin bintangnya, karena aplikasinya akhir2 ini 'ngebug', dimana daftar bioskop tidak konsisten kemunculannya. Kadang beberapa bioskop tidak muncul, kemudian beberapa saat lagi muncul, kemudian yang tadinya udah muncul tiba-tiba hilang, dst. Lagipula tidak ada fitur semacam 'refresh' untuk me-reload list. Jadi kemunculan bioskop yang kita inginkan kayak untung2an aja keluarnya. Ini mengganggu sekali, mohon diperbaiki... Terima kasih...",2,positive
"Sukanya dari app ini karena mau punya saldo atau ngga kita nya tetep bisa cek tempat, jam tayang dari semua film... diskon nya juga lumayan banget",5,positive
Oke,4,positive
Excelent,5,positive
Love it so much.,5,positive
good,5,mixed
"I can't even register an account, when i try tobregister it always say ""something went wrong, please try again later""",3,positive
Very good,5,mixed
Easy way to get joyed,5,mixed
good,5,N/A
Very Helpful :),5,mixed
Good,5,negative
Great...,5,mixed
good,5,mixed
"Helpfull app, easy to use",5,positive
Nice and fast,5,negative
Very helpfull application,5,mixed
"Sayangnya cuman bisa pakai Dana, klw bsa semua jenis pembayaran Saya kasih 5 🌟",4,positive
This app so much usefull. Thanks TIX ID,5,mixed
Wow,5,negative
"So far bagus, perlu ditambahkan fitur booking har berikutnya",5,positive
Good,5,positive
Ok,4,positive
"jangan digedekan lagi, aplikasinya handphone nya sudah full memory, sudah gak muat",5,mixed
too much update,2,mixed
Ok,5,positive
Greatest,5,positive
"Really bad performance, took too long too load",2,mixed
"Lambat, tapi murah",3,N/A
best one,5,mixed
"Mudah sekali penggunaannya, sangat intuitif!",5,mixed
Sinkronisasi ke akun Dana tidak akurat. Saldo masih 50k dibilang 0! Aplikasi sampah! Mending uninstall!,1,N/A
Great apps..,5,positive
Nice,4,positive
"Aplikasi yg sangat membantu dalam bertransaksi, sehingga tidak perlu cape antri.. Sukses trus buat TIX ID",5,positive
Good,5,mixed
good,5,positive
Good.,5,positive
good,4,N/A
nyebelin udah berkali-kali refund mulu. Edit: thanks sekarang sudah lebih baik,5,positive
Good,5,mixed
"Mantap, sering diskon dan layanan ok",5,positive
♡♡♡,5,N/A
Good app,5,mixed
Woow...cara baru booking film favorite dalam genggaman..akses interaktif..biaya layanan terjangkau..mantap..pokoknya..,4,positive
Great. Make more comfortable,5,positive
Good memudahkan kita untuk beli tiket dan suka ada promo juga,5,negative
Mudah aksesnya dan ada promo yang menarik,5,negative
😍,5,mixed
"lebih mudah digunakan dan top up berapapun bisa, bisa pilih XXI dan CGV sekaligus tanpa hrs pakai dua aplikasi... nice, love it",4,negative
good,5,positive
good application,5,mixed
"Great, please give more buy 1 free 1 promo",5,mixed
Great app,5,positive
👍,5,positive
Good apps ga perlu antri tinggal klik,5,positive
Awesome,5,positive
Bagusss membantu,5,mixed
Keren kali bah. Mantul bukan kaleng-kaleng... Sekarang awak jadi gampang mau nonton di CGV. Makin maju selalu. Sang empunya kehidupan menyertai...,5,positive
Kenapa tidak ada pilihan pembayaran menggunakan kredit card? Hanya ada pilihan dengan DANA.,1,N/A
Ok,4,mixed
Harus sesering itu update? Padahal ngga banyak perubahan. Mana gabisa buka kalo nggak update hmm,4,mixed
Good apps,5,N/A
Oke,5,N/A
"Mantap lah pokoknya, banyak diskon & banyak cara pembayaran nya",5,N/A
Mudah,5,positive
Mudah untuk akses film dan cepat,5,positive
Great and super easy to use,5,mixed
Thank you for adding CGV! This apps so cool!,5,N/A
not bad,4,positive
good,5,positive
Good,5,negative
Nice,5,positive
Enough,3,mixed
Good,5,N/A
Good,4,mixed
Good,5,positive
Suka diskonannya 😆😆😆😆,3,mixed
Good,5,mixed
"Simple, communicable",5,mixed
Good,4,positive
"Much love this app! Always gives many ways to watch movies with low price. Please, make routine weekly promo to get more attention from TIX Hunters. 💖",5,negative
Good,5,N/A
Yeet,5,N/A
"Aplikasi pemesanan tiket bioskop yang mudah dipahami dan digunakan, kadang ada promo diskon yg menarik, pembayaran mudah dan tanpa kendala, sangat membantu",5,positive
Kadang suka lemot,4,positive
Good,5,mixed
nice,4,mixed
Niceeeeeee,5,positive
Ahhhw,5,negative
Sangat bagus sekali,1,mixed
Good at all,5,positive
mantappu..👍👍,5,positive
Ini aplikasi vpn kan?,5,mixed
Good,5,N/A
Good,5,positive
Very usefull,5,positive
good app,5,N/A
nice,5,positive
Great,5,N/A
Good and friendly apps,5,positive
Make me simple to get tickets movie,5,mixed
Helpful,4,mixed
"I am very happy to use TIX.ID .because of frequently 50 % discount. Hopefully, the discount will be given more frequently 😉😀",5,negative
👍👍👍,5,N/A
Mantap bisa dadakan ke bioskop,5,positive
Good,5,mixed
Very easy to use,5,mixed
Great apps,5,mixed
Good,5,mixed
Pengalaman pengguna yang keren!,5,mixed
Good,5,positive
Love this app. Easy and fast.,5,mixed
Iiiiihaaaa,5,mixed
Beli tiket jadi lebih mudah gak perlu antri. Tapi konsekuensinya bayar lebih mahal 3 ribu per tiket. Tapi klo di gabung sama aplikasi Dana masih bisa tetep untung karena banyak voucer diskon 😁,4,N/A
"Setelah update, malah jadi membingungkan. Yang muncul hanya film yg di putar di cgv. Film2 yang di xxi tidak muncul, (hanya muncul satu film). Dicari2 settingnya masih blm ketemu. Atau memang seperti itu? Lebih nyaman pake tix id sebelum update.",3,mixed
Good,5,mixed
Awesome,5,positive
"Memudahkan karena nge link dengan kartu kredit tapi biaya layanannya cukup mahal, 4rb per tiket",4,positive
Can make the ticket cheaper than buy on the spot,4,mixed
"akhirnya ada cgv, terima kasih tix id",5,positive
Mudah penggunaan tapi mohon supaya lebih update dalam pemilihan kursi use API please,5,positive
Cool,5,negative
Ok,5,positive
Easy apps,5,positive
Amazing experience using this apps.,5,positive
Good,5,mixed
"Yang sekarang jadi lebih baik, lebih enak pakai tix id daripada mtix, soal nya kalau mtix harus isi saldo dulu, kalau yang tix_id kan pakai dana jadi ga usab topup",4,mixed
Membantu skali,5,negative
Recomended,5,positive
Bagus....nonton jadi gampang.,4,negative
asoy,5,negative
Good aps,5,positive
Nice!!!,5,positive
Hari-H ga bisa diakses. Telat nontonnya. Tai,1,mixed
Easy to book,5,N/A
Good,4,mixed
So far so good,5,positive
yoi,5,mixed
ok,5,mixed
"1 cth dr bbrp hal yang menurut saya pribadi terkesan kurang profesional adalah pada saat tombol ""Lanjutkan"" pada ringkasan order, Tix Id lgsg dihubungkan ke Dana dan secara otomatis memotong saldo Dana; yang membuat saya tidak nyaman adalah tidak ada notifikasi terlebih dahulu untuk konfirmasi pembayaran ataupun indikasi bahwa tombol tersebut bermaksud untuk ""Lanjutkan"" ke pembayaran. Desain UI-UX kurang ini dan sistem administrasi lain yang juga masih kurang bbrp kali merugikan sy dan tmn2.",3,mixed
love the promos,5,positive
Thabest,5,N/A
"App g mau dibuka. Disuruh update, padahal sudah update yang terbaru. Di Google Play Store pilihan cuma ada Uninstall dan Open. Di open, disuruh balek update lagi. Ak install ulang jg percuma, gitu terus. Lama2 gak mutu nih app TIX ID. Payah... Padahal mau pesen tiket sebelum masa liburan mulai.",4,mixed
nice!,5,N/A
Good,5,positive
Oke,4,negative
Good app so far,5,mixed
great,5,positive
Good,5,mixed
Mantulisme,5,positive
Kalo ada diskon ya mantap,5,positive
Ok lah. Cuman pelit promo,5,positive
Good aplikasi,5,N/A
Good,5,mixed
Yes nonton jd murah,5,N/A
Good,5,negative
Sangat membantu dan mempermudah memesan tiket menonton,5,positive
Mantep lah asu,5,mixed
Oke banget,5,positive
"easy, good and more discount..🤝",5,mixed
Simple ticketing,5,mixed
Nice app,5,N/A
This is soooo usefulll!!,5,positive
Nice,5,positive
Good,5,N/A
Mempermudah pembelin tanpa ribet antri di loket,5,negative
Good,5,positive
selalu mengerti isi dompet,5,positive
good,5,positive
Baik,5,mixed
Goodd,5,N/A
Thankyou for making easy,5,positive
Cool,5,positive
Good,5,negative
Nice app. Simple interface,5,N/A
I've got amazing experience with TIXID ! Thank you TIX ID.,5,mixed
Good,5,N/A
Admin feenya kurangin dikit dooong,5,mixed
Great app,5,negative
Praktis,5,mixed
Ok,4,positive
Mudah,5,mixed
Perfect,5,mixed
Good easy to use,5,positive
Nice,5,positive
yeaboi,4,negative
Good,5,positive
"Dibanding mtix, bisa top up kurang dari 100rb, mantep.",5,negative
Good,5,positive
go,5,mixed
Good,3,positive
Keseringan update,3,positive
Thank you TiX ID.,5,mixed
Helpfull,5,positive
Lebih mudah utk transaksinya tanpa antri di tiket box di XXI,4,N/A
Excellent. No quuei,5,mixed
Ok,5,positive
Banyakin promonya,5,negative
"Very usefull aps, easily use, not lag, and have some interesting fitures with a complete bioskop varieties from our place",5,positive
Bnyak diskonn uhuuyyy,5,negative
sangat membantu,5,mixed
Bagus,4,positive
Good,5,positive
"Syukurlah sudah bisa booking cgv di TIX, knpa ga dari dulu. Good job!!!",5,mixed
Guud,5,positive
Awsome ....,5,N/A
Good,5,N/A
lumayan setelah update,3,positive
"Easy to use, gak perlu antri, mau ngecheck seat jg gampang, g perlu repot2 isi saldo",5,mixed
"udah instal yang paling update, masih disuruh perbarui aplikasi. ujungnya gabisa dibuka sama sekali",2,positive
Good app😘,5,mixed
Kasih bintang 1 dulu soalnya Purwokerto ga masuk list lokasi 😞 kritiknya apaaa dijawabnya apaaaaa,1,positive
Promo menyelamatkan dompet. Thank you tix id,5,positive
Nice app for buying movie tickets. Saving time and energy.,4,negative
Nice,5,N/A
mantul,5,mixed
Very nice app,5,N/A
Good,5,positive
Good,5,positive
It is good for vibes,5,positive
BANYAKIN PROMO DISKON DAN TIKET BUY 1 GET 1,5,N/A
Ok 😁,5,mixed
Byk diskon gmn gk suka 😁,5,N/A
Nice app,5,negative
Good apps!,5,mixed
Sekut,5,mixed
Good,5,mixed
Effective,5,N/A
Good,5,positive
No comment lah hehe 👍👍,5,N/A
"easy to use,",5,N/A
Mantap,5,mixed
Good,5,negative
Useful,5,mixed
Good,5,mixed
cust servicenya ga responsif. sampah,3,negative
"Mantap bgt, sllu diskon 50% 😁",5,positive
Efisien,5,mixed
Mantapp.. Apalagi kalau banyak promo lebih ok,5,mixed
Good,5,negative
Mudah banget dipakai dan pesanan pasti dapat,5,positive
Superb,5,N/A
Good,5,negative
Terbantu banget dgn aplikasi ini tanpa harus brkt terburu² untuk antri beli tiket nonton..,4,positive
mantab,5,mixed
now support CGV? cool. would be awesome if Cinemax is supported to,4,mixed
"Jempol dah, jadi sekarang ga perlu repot ngantri lg",5,N/A
"User interface tidak user-friendly, susah mencari penjualan premiere",1,mixed
good simple apps,5,mixed
Easy way to see which empty seat,5,mixed
Praktis cuman kadang suka di refund padahal waktu di pilih tempat duduknya masih ada dan lamaaa baru bisa tau terbeli atau tidak.,4,N/A
